country,Employee age,Emplyoee work exp,Salary
Norway,42,20,136000
Germany,28,3,82300
Argentina,59,37,128200
Ireland,45,20,119000
Brazil,27,0,30800
Argentina,23,1,39000
Switzerland,32,8,125300
Argentina,40,18,80500
Canada,28,3,77400
Sweden,47,22,127700
Sweden,30,7,82800
Denmark,39,21,120700
Sweden,27,9,91400
Argentina,28,4,29600
Spain,37,15,105700
Denmark,41,20,143600
Norway,23,1,72800
Brazil,44,26,83900
Poland,41,19,94000
Canada,25,1,71500
Mexico,50,31,115700
Mexico,25,2,21600
Spain,24,5,58800
Belgium,40,18,99900
Portugal,43,18,87500
Sweden,35,10,88700
Germany,20,0,57600
France,60,38,171400
Switzerland,23,0,88300
Poland,20,1,53000
France,39,14,107600
Portugal,48,26,101100
Argentina,36,16,67900
Portugal,30,8,66700
Norway,24,3,88100
Canada,43,25,139400
France,57,33,153400
Spain,40,18,88100
Spain,29,4,52900
Portugal,38,20,90200
Italy,28,1,43700
UK,29,4,71000
Germany,24,3,92400
Spain,49,27,122700
Germany,37,16,103800
Canada,42,19,104300
Belgium,29,8,71700
Ireland,46,26,133000
France,25,4,69300
Spain,52,31,147800
Canada,37,17,112600
France,35,10,80800
Mexico,38,15,69600
Ireland,44,21,120700
Norway,35,13,118000
France,45,27,122500
Brazil,33,13,46400
Brazil,29,6,43700
Italy,43,25,111400
Switzerland,33,12,123300
Canada,41,16,117300
France,32,13,98000
Norway,31,8,97100
Spain,24,0,43100
Brazil,58,35,116700
Netherlands,57,32,158100
Canada,40,15,119500
Argentina,45,25,114600
Denmark,30,10,100700
Austria,39,14,97000
Norway,29,10,93700
Ireland,18,0,62500
Netherlands,32,10,107600
Italy,34,10,69800
Spain,34,13,84900
Belgium,39,16,105100
France,28,4,75700
Denmark,56,33,155500
Switzerland,40,15,152800
Brazil,48,25,90500
Germany,32,12,108000
Switzerland,27,3,96300
Mexico,35,13,41300
Ireland,37,19,119000
Spain,29,2,52400
Spain,42,16,99900
Germany,37,14,116000
Norway,37,15,113500
Ireland,26,3,74900
Mexico,41,15,71700
Germany,52,31,153400
US,26,5,93000
Denmark,24,0,83500
UK,38,20,124300
Portugal,38,15,85800
Switzerland,38,12,120500
Sweden,43,21,118000
Argentina,39,15,88800
Canada,36,7,80300
France,21,0,56700
Ireland,33,12,98500
Italy,45,27,112100
Spain,22,0,50100
Portugal,29,9,62800
Brazil,39,12,63500
Norway,43,20,116700
Argentina,32,12,108700
US,33,12,112200
UK,28,8,85600
Italy,32,6,62700
Sweden,27,6,86900
UK,57,32,153600
Argentina,36,17,64400
Ireland,29,10,92500
Brazil,37,16,65200
Portugal,18,0,32200
Switzerland,18,0,90700
Belgium,27,3,62900
Switzerland,49,31,176200
Norway,20,0,76400
Portugal,36,15,56500
France,24,2,79100
Ireland,45,27,141700
Italy,23,2,58900
Mexico,32,11,62800
Norway,35,10,110300
Mexico,31,9,46600
Spain,31,13,91900
Mexico,39,21,92800
Portugal,19,0,40000
Argentina,25,0,22800
Canada,24,6,76200
Brazil,32,11,48600
Brazil,35,11,61900
Netherlands,37,16,107700
Ireland,23,3,66600
US,50,27,148700
US,32,8,88100
Poland,38,14,73600
Germany,45,23,135400
US,27,4,80900
Sweden,36,13,84500
Sweden,31,9,86600
France,18,0,48900
Spain,54,31,134700
France,35,14,106200
Denmark,27,8,89300
Germany,36,10,102700
France,34,11,91700
Canada,34,11,90500
Spain,27,7,71500
Netherlands,41,21,106600
Germany,18,0,60800
Sweden,41,18,127500
Norway,35,14,117300
Mexico,33,8,51400
Brazil,31,11,49300
US,36,10,101300
Ireland,37,16,123400
Canada,20,2,57700
Brazil,48,23,94800
Poland,19,0,40000
Sweden,44,23,120900
Austria,45,27,136900
Brazil,43,22,79700
Germany,32,5,72400
UK,41,17,123300
Norway,42,17,113800
Brazil,20,1,27200
Poland,38,14,73000
Sweden,43,22,116500
US,18,0,63800
UK,30,11,103800
Denmark,48,30,162100
Sweden,29,7,85100
Mexico,34,12,50600
Poland,30,9,38300
Netherlands,40,21,136000
Switzerland,46,22,142000
Portugal,40,22,91500
Poland,47,26,114400
Mexico,42,19,65400
Belgium,28,8,76500
Argentina,35,11,59100
Brazil,42,19,68200
Portugal,33,12,75300
Ireland,24,3,75700
Poland,23,3,36600
Austria,38,19,105200
Norway,39,19,127700
Netherlands,32,6,100200
Netherlands,50,27,148600
Portugal,27,8,62500
Italy,30,4,38100
Argentina,41,20,72600
Poland,42,21,70800
Mexico,30,8,52300
Italy,18,0,35900
Germany,39,21,119800
Mexico,52,34,114500
Brazil,52,33,111400
US,53,29,151700
Austria,29,11,85800
Netherlands,39,15,115900
Germany,21,0,72600
Norway,33,11,111600
France,46,27,143700
Switzerland,28,5,101200
Germany,36,15,108400
Belgium,29,6,86200
Brazil,26,3,21700
Norway,31,9,105800
Germany,34,12,109700
Austria,33,8,93600
Switzerland,39,15,133600
Portugal,28,10,62500
France,49,26,132400
UK,42,24,137000
US,42,22,132700
Brazil,34,7,37800
Denmark,18,0,60900
Italy,25,3,61200
Ireland,32,7,99100
Argentina,42,19,83000
US,18,0,71200
Canada,34,12,88200
Italy,24,1,34100
Portugal,39,17,71000
Canada,31,9,87400
Belgium,37,18,107000
Spain,23,0,55900
Sweden,34,7,72100
Mexico,20,0,30500
Norway,33,15,115000
Austria,41,19,126900
Argentina,33,12,46700
US,43,18,124800
Sweden,30,9,70600
Belgium,31,9,94400
Brazil,43,23,78400
Norway,29,9,100000
Norway,39,21,132900
Portugal,50,31,115300
Argentina,48,27,101000
Netherlands,48,26,145900
Ireland,27,5,85500
Norway,47,23,128000
Sweden,27,9,71400
Mexico,43,20,87000
Sweden,38,15,113400
Brazil,38,15,71000
Mexico,44,19,79500
Denmark,34,16,108900
Germany,49,26,149800
Belgium,55,30,144300
Poland,24,1,55800
Netherlands,30,7,96400
Brazil,25,7,48600
Norway,27,0,75400
Poland,44,26,103200
France,21,0,80700
Netherlands,30,3,74700
Switzerland,32,11,118800
Austria,37,17,127400
Norway,36,15,111600
Spain,55,33,146600
Switzerland,25,1,94500
Brazil,25,5,31700
Belgium,33,13,100600
Portugal,22,0,48000
Denmark,29,5,83400
Spain,31,4,63000
Denmark,42,17,119200
US,35,15,115300
Austria,44,26,128300
Spain,35,13,85800
Norway,50,32,144400
Italy,35,15,83600
US,33,12,93400
Canada,40,15,113300
Italy,31,12,90400
Spain,26,1,54300
Austria,37,15,102300
Norway,37,15,124500
Mexico,25,5,27900
France,51,33,163400
Denmark,23,4,85600
Germany,41,21,117800
Denmark,27,0,71100
Argentina,30,12,59900
Sweden,28,10,87500
Netherlands,27,4,87100
Belgium,22,1,71600
US,49,26,145700
Poland,36,11,78700
Ireland,38,20,125100
Spain,35,13,81900
Spain,58,39,149600
Poland,55,31,110600
France,23,5,78600
Mexico,35,13,45100
UK,18,0,78200
Brazil,20,0,21200
Argentina,38,17,69100
Canada,36,13,114800
Netherlands,42,21,125900
Belgium,50,27,130000
France,38,19,109300
Brazil,34,5,39200
Argentina,19,0,29200
Belgium,39,14,94300
France,22,0,59500
Sweden,31,10,93500
Poland,38,12,59200
Switzerland,43,18,145200
Belgium,18,0,52500
US,52,22,139000
Canada,42,19,107800
Switzerland,35,14,138800
Ireland,46,27,145800
UK,50,29,154600
Switzerland,23,0,100400
Ireland,21,0,65400
US,23,0,76800
Argentina,33,13,62000
France,44,26,147400
Brazil,27,3,37000
Germany,36,12,102400
Netherlands,18,0,75500
Canada,40,17,111300
Netherlands,20,0,123700
Norway,37,10,95200
Argentina,30,6,53800
Belgium,36,15,104200
Spain,36,16,74300
Denmark,50,27,150900
Belgium,39,18,98000
Brazil,32,8,40300
France,28,10,99900
Ireland,27,3,87600
Germany,41,16,105800
Netherlands,56,33,170600
Spain,36,17,79800
Sweden,35,10,88900
Netherlands,18,0,65400
Portugal,56,38,128600
US,37,17,116200
Brazil,41,15,69800
Denmark,37,14,104800
Switzerland,38,15,133400
Belgium,42,19,111000
Argentina,22,3,22500
Italy,23,3,57000
UK,25,1,64700
Brazil,49,24,96000
Sweden,37,18,119800
Spain,46,27,123000
Portugal,55,33,131100
Ireland,25,5,81900
Austria,43,18,113900
US,31,8,100200
Belgium,49,22,114900
Netherlands,33,13,96900
Brazil,28,8,46900
Italy,24,0,36900
Italy,33,9,72700
Mexico,49,22,92000
Poland,25,5,49600
Canada,39,20,112600
Belgium,24,0,56300
Sweden,20,0,61800
Austria,34,12,98700
Denmark,43,19,129900
Portugal,24,2,36700
Brazil,29,10,55700
Argentina,43,18,67000
Mexico,28,8,42500
Canada,29,9,92200
Switzerland,36,15,132900
Sweden,32,14,102300
Norway,27,6,91500
Austria,52,33,145500
Canada,31,10,89000
Netherlands,32,6,80900
Portugal,31,7,50100
Spain,30,5,53100
Germany,43,22,112900
Austria,39,15,100000
Switzerland,56,32,177200
Norway,21,0,74800
Austria,25,7,91800
US,30,12,107200
Argentina,31,3,26500
UK,30,5,69300
France,41,23,119800
Ireland,26,0,67000
Portugal,29,8,71000
Norway,24,0,85600
UK,56,36,173600
Ireland,49,25,129900
Switzerland,34,12,125500
Austria,38,14,97400
Austria,23,0,70200
Ireland,45,21,111800
Poland,38,14,73200
Switzerland,36,10,113300
Sweden,34,16,105700
Austria,41,18,115800
Norway,48,28,157000
Argentina,26,4,36500
Sweden,37,9,92600
Belgium,34,12,88900
Germany,37,15,111300
Brazil,19,0,15400
Austria,48,27,130100
Ireland,39,19,112200
Argentina,18,0,17500
US,33,15,109800
Ireland,35,9,101000
Canada,30,9,96900
Sweden,25,7,86700
Spain,35,13,73900
Spain,34,15,92400
Italy,26,4,48400
Netherlands,32,9,95800
Poland,21,2,45900
Portugal,38,16,76300
US,32,8,86900
Denmark,37,18,119700
Mexico,24,0,24700
Argentina,57,34,107500
Austria,32,10,90300
Austria,22,3,84700
France,33,8,87500
Canada,65,41,178200
US,18,0,81900
Sweden,48,27,141200
Norway,40,20,152000
Austria,52,31,151100
Norway,47,27,132900
Canada,33,11,93700
Belgium,22,1,75500
Austria,27,0,63000
Spain,24,2,52800
Belgium,27,6,73300
France,52,30,150800
Germany,28,1,71000
Canada,18,0,53900
US,19,0,82500
Ireland,41,18,107800
Ireland,30,11,103800
Italy,46,20,99900
Germany,35,11,98400
Germany,33,10,104900
Norway,34,16,104100
Norway,20,0,77900
Switzerland,32,5,105200
Spain,19,1,42900
France,27,6,86900
Switzerland,36,14,123400
Sweden,18,0,62400
Canada,39,15,103400
Italy,52,34,135900
Mexico,39,20,83200
Portugal,38,16,85200
Italy,26,8,82700
Portugal,41,23,94200
US,34,14,109800
Argentina,20,0,26000
Brazil,37,18,90200
Brazil,60,36,104500
Ireland,27,3,68800
Ireland,39,19,120500
Argentina,34,16,57400
Mexico,47,24,79900
Austria,20,0,67300
Italy,18,0,51700
UK,33,5,89800
Argentina,40,13,55200
Mexico,39,14,53100
US,26,4,101500
Belgium,24,6,83600
Mexico,35,11,52100
Spain,34,9,66700
Poland,51,26,105400
Switzerland,30,12,124500
Austria,18,0,65400
Denmark,40,17,113800
Sweden,53,34,151100
US,34,12,110800
Italy,35,14,78300
Norway,29,8,105500
Argentina,47,27,91300
Norway,25,5,94800
Mexico,48,26,87800
US,22,2,78400
Norway,43,21,128200
Mexico,48,28,105700
Poland,18,0,47200
Poland,34,16,83600
Italy,28,3,54800
Ireland,29,7,99200
France,50,28,144000
Poland,38,16,89400
Ireland,37,15,130400
Germany,28,3,76200
UK,38,14,103100
Poland,28,5,45300
Belgium,44,21,110900
Mexico,20,0,18100
Portugal,35,17,73800
Mexico,24,1,30000
Portugal,47,26,100300
Germany,35,10,117400
Switzerland,27,2,106600
Ireland,24,2,69900
Denmark,40,22,144200
Austria,18,0,66200
Canada,41,20,122200
Norway,46,23,150200
Germany,51,27,146600
Argentina,30,8,34700
Switzerland,41,23,152200
Switzerland,27,9,122900
Sweden,22,0,72300
France,41,21,115300
UK,42,23,125200
Netherlands,34,9,100600
Austria,44,24,133900
Mexico,33,9,54700
Mexico,39,13,45200
Belgium,42,20,116400
Belgium,44,26,135800
US,29,10,103600
France,39,18,126400
Italy,31,6,80600
Poland,45,22,92300
Mexico,31,13,49200
Canada,41,18,217000
France,47,23,123600
Portugal,23,0,38000
US,22,4,77800
Norway,44,21,114100
Netherlands,38,18,121700
Germany,45,22,130100
Sweden,27,3,63600
Switzerland,35,13,132000
Spain,51,23,104700
Belgium,49,29,145200
Argentina,47,23,95500
Brazil,36,13,42100
Belgium,38,10,84900
Norway,34,15,110000
Netherlands,34,8,83300
Sweden,28,6,80800
Germany,35,14,103300
Sweden,35,14,94400
US,57,37,187000
Canada,45,24,124200
US,30,6,85900
France,38,19,122100
France,18,0,54800
Mexico,25,5,39000
Mexico,31,2,33800
Belgium,32,14,107300
Poland,40,16,83600
Netherlands,45,24,121500
Netherlands,29,6,85900
Poland,41,23,107700
France,37,13,103900
Netherlands,44,23,130300
Germany,25,0,75100
Brazil,26,5,40100
Sweden,33,8,80200
Mexico,50,25,95400
Sweden,18,0,70200
Poland,26,1,48000
Denmark,33,6,96500
Netherlands,24,3,69200
Argentina,54,30,103500
Italy,30,9,70100
Argentina,43,20,64500
Austria,20,0,64600
Portugal,23,1,26500
US,35,12,110900
Ireland,59,34,140300
Mexico,27,9,44200
Portugal,28,7,57400
Italy,26,4,56600
Italy,40,17,95600
Switzerland,49,29,179600
Switzerland,50,27,162700
Italy,37,14,83200
Poland,38,17,77500
Brazil,23,0,18100
UK,23,1,71600
Spain,53,32,136900
Brazil,34,8,33200
Mexico,34,13,68500
Sweden,47,24,146700
Sweden,55,29,142800
US,44,21,127900
Canada,31,9,99200
France,38,16,98300
Germany,42,14,100600
Ireland,18,0,84700
Switzerland,21,2,95200
UK,61,35,166000
US,42,19,119000
Poland,21,1,37400
Austria,38,14,82800
Italy,50,30,113500
Brazil,47,29,89600
Poland,42,22,110200
Brazil,20,0,13900
Mexico,28,8,48700
Germany,43,23,135800
Norway,23,0,70100
Germany,31,12,102600
Norway,38,15,119600
Spain,32,14,95500
UK,25,5,89400
UK,55,29,155400
Italy,35,13,80400
Netherlands,49,28,147200
US,31,7,101900
UK,34,12,98100
Belgium,37,18,115900
Germany,30,6,84800
Portugal,26,4,37400
Canada,42,21,122300
UK,33,10,94200
UK,42,23,130500
Spain,31,13,79000
Brazil,22,4,38300
Italy,49,31,122400
Poland,49,30,127100
Norway,32,8,95800
Netherlands,56,38,166900
Ireland,47,26,133500
Sweden,22,1,61800
Spain,37,15,92200
Mexico,23,0,22100
Italy,52,31,138200
Sweden,21,3,65100
France,44,25,127200
Belgium,28,9,94300
Brazil,46,27,92700
Denmark,23,4,83600
Switzerland,43,19,156400
Sweden,44,24,136300
Germany,18,0,76200
Austria,38,16,106800
Italy,42,19,103900
Argentina,19,0,9900
Ireland,36,18,118700
Norway,28,6,97400
Argentina,33,11,48500
Germany,52,26,141400
Switzerland,37,16,149500
Switzerland,37,12,153800
UK,21,0,68600
Denmark,28,3,68500
Ireland,33,9,76200
Switzerland,43,21,159900
Mexico,32,7,50900
Mexico,32,8,33500
Switzerland,35,15,132300
Ireland,34,13,105600
Switzerland,38,15,137400
Denmark,22,1,74700
Canada,37,16,107900
Norway,29,8,104100
Denmark,43,23,134800
Netherlands,38,17,119400
Germany,35,11,109500
Austria,35,13,110600
Belgium,18,0,49100
Sweden,27,6,89900
Italy,48,26,121300
UK,43,25,149000
Mexico,30,10,54400
Portugal,28,2,42300
Belgium,33,11,88600
Italy,36,15,88900
Netherlands,18,0,68900
Ireland,64,46,190200
Italy,37,18,88700
Canada,30,8,91500
Germany,48,24,144100
Brazil,33,10,51400
US,32,8,86800
Norway,44,15,123000
France,25,5,72100
Mexico,46,27,110400
Argentina,31,10,58000
Spain,31,4,73200
Poland,32,9,68700
Sweden,53,30,153000
UK,33,11,108100
Italy,40,22,88800
Switzerland,34,14,129500
Italy,60,34,140600
Austria,45,22,107900
France,48,26,121600
Argentina,18,0,26900
Poland,27,6,64900
Italy,42,17,86400
US,63,44,183200
Belgium,27,2,81100
Brazil,61,41,124900
UK,43,19,119200
Denmark,36,18,121100
Belgium,18,0,61700
US,31,6,88400
Sweden,37,15,108300
Ireland,30,7,87100
UK,43,18,119800
Ireland,18,0,80200
UK,36,16,113100
Austria,38,15,114800
Brazil,26,1,16900
Belgium,35,12,95300
Switzerland,18,0,97300
Denmark,41,21,127800
Brazil,36,14,49300
Sweden,25,0,119700
Belgium,46,24,129800
Switzerland,49,28,165100
Italy,35,14,92900
Denmark,36,18,142100
UK,32,4,81600
Norway,39,16,118200
Portugal,18,0,32900
Argentina,39,13,51200
Austria,30,8,88200
Argentina,51,27,90200
Ireland,33,10,95200
Austria,37,17,113600
Canada,34,14,92900
Italy,21,0,48600
Canada,18,0,65900
Germany,19,0,84700
Germany,37,10,89200
Mexico,42,19,75100
France,33,11,88200
Spain,43,20,104000
Norway,47,26,146100
Mexico,21,0,25200
Germany,36,14,106100
Mexico,42,24,94100
Mexico,37,16,68100
Spain,46,26,120300
Belgium,38,16,111500
Netherlands,31,13,113500
Germany,20,0,66400
Belgium,20,0,62500
Sweden,46,23,132100
Denmark,54,34,168800
Belgium,35,17,101000
UK,38,10,100300
Netherlands,55,33,163600
Poland,31,10,81700
Spain,30,5,61600
Netherlands,26,6,75600
Germany,27,8,92700
Mexico,53,30,102600
Poland,47,25,108500
Spain,43,21,110800
Switzerland,25,6,105600
Spain,43,24,110000
Brazil,25,6,48300
Italy,34,11,92900
Spain,33,11,62900
Spain,26,7,59900
Poland,19,0,51400
Argentina,41,20,77000
Germany,47,24,126500
Netherlands,28,7,86700
Brazil,36,17,51300
Argentina,24,3,31100
Sweden,33,13,118500
Spain,25,2,59700
Belgium,25,2,72200
Ireland,40,18,125300
UK,27,4,64100
Spain,45,25,111200
Sweden,19,0,74500
Germany,46,26,148100
Belgium,43,24,125900
Sweden,27,2,74000
Spain,23,2,59300
Netherlands,22,1,68900
Italy,29,4,36900
Switzerland,39,15,152400
Norway,41,23,133500
Argentina,23,4,34400
France,57,32,143400
UK,30,5,87300
Denmark,37,16,125600
UK,18,0,67100
Belgium,20,0,65600
Germany,45,24,145000
Switzerland,39,19,150600
Mexico,39,19,71000
Brazil,45,18,58500
Mexico,43,22,76900
Germany,25,3,80500
Denmark,35,16,110900
Italy,37,16,71600
Netherlands,32,10,106400
Austria,32,14,101100
Ireland,44,22,135500
Italy,20,0,43000
UK,26,2,68300
Ireland,24,0,55500
Mexico,35,14,65300
Italy,18,0,28600
Netherlands,40,16,107000
US,41,23,138600
Belgium,19,1,69000
Poland,25,2,43700
Poland,18,0,53000
France,29,3,82600
Belgium,57,36,166300
Portugal,29,5,46200
Brazil,31,9,46200
UK,36,12,98000
Austria,19,0,49900
Italy,27,5,58200
Spain,23,3,44400
Brazil,49,28,87900
Argentina,65,43,146900
Netherlands,45,22,125000
Portugal,38,20,85800
Italy,32,3,56700
Germany,45,27,147200
Germany,29,4,71100
US,36,18,111400
Canada,49,27,142400
Germany,34,12,111100
US,49,25,140100
Denmark,42,23,142100
Norway,36,13,110900
Sweden,50,32,157100
Belgium,26,2,73800
Ireland,52,29,146300
Canada,47,24,138900
Switzerland,50,27,160100
Sweden,41,19,121100
Germany,31,4,81300
Poland,57,35,143300
Italy,35,14,71100
US,37,12,107700
UK,26,6,64700
Poland,18,0,45000
Switzerland,27,7,119200
Spain,30,3,55600
Germany,29,11,101800
Netherlands,35,15,101900
Mexico,50,31,101000
Sweden,36,13,90800
Italy,31,6,62000
Denmark,37,13,103000
Switzerland,31,7,113500
US,49,26,157100
Poland,48,28,122800
Portugal,45,23,106000
UK,39,16,111300
Austria,19,0,52200
Sweden,48,25,126800
Portugal,32,7,51200
Canada,43,23,125800
US,56,33,154500
Germany,35,16,123500
Germany,23,5,83000
Argentina,40,20,100300
France,32,11,85200
Mexico,32,12,60100
Mexico,30,8,42900
Poland,54,32,113900
Poland,37,15,81400
Netherlands,28,6,83100
Canada,51,32,151800
UK,35,11,103700
Argentina,49,24,78100
US,47,24,136800
Sweden,38,14,99000
Denmark,40,18,120300
Spain,19,0,45300
Argentina,50,32,112100
Brazil,47,23,96000
Brazil,27,2,25000
Germany,48,29,144700
Belgium,35,14,95200
Brazil,18,0,18900
Denmark,41,15,110700
Brazil,31,9,43900
UK,35,11,98800
US,36,11,102100
Norway,19,0,79600
Germany,57,39,170900
Switzerland,34,14,130100
Argentina,24,0,11600
Belgium,33,13,86500
Germany,42,23,140600
Italy,36,14,88400
Switzerland,34,9,110800
US,37,18,118800
Poland,36,11,77900
Portugal,27,9,52300
Brazil,42,18,91600
Norway,41,19,119000
Switzerland,35,15,147900
Switzerland,34,10,120400
US,37,15,102400
Argentina,55,33,96400
Ireland,44,24,124700
Netherlands,29,11,102400
UK,41,16,100500
Ireland,43,18,128000
UK,22,0,56200
Argentina,22,1,15300
US,28,6,90500
Denmark,41,15,115900
Denmark,44,23,133100
UK,39,18,115900
Canada,34,7,76900
France,40,20,115100
Brazil,28,10,40000
Switzerland,42,20,137300
Denmark,30,1,76200
Italy,51,32,127800
Argentina,39,17,71100
Ireland,21,0,73600
Norway,22,1,64700
Poland,35,13,72100
Spain,36,13,82400
Germany,51,31,151900
Portugal,29,10,70300
Belgium,31,8,87600
Ireland,18,0,61800
Poland,45,23,95800
Mexico,42,24,78100
Austria,37,17,110000
UK,35,13,105100
Poland,51,30,130300
Germany,52,30,152100
Netherlands,46,27,135400
Brazil,50,32,119500
UK,36,9,92000
Germany,51,33,160900
Argentina,37,16,55100
Ireland,23,0,71000
Italy,45,25,126500
Canada,24,0,67500
Belgium,30,9,88600
Ireland,48,26,144900
Mexico,20,0,21400
Denmark,18,0,66800
France,34,12,114900
France,31,13,94500
Italy,64,46,174100
France,44,21,115700
Sweden,23,1,65000
Italy,48,28,119100
Spain,20,0,41800
Belgium,19,0,61700
Denmark,30,7,85200
Sweden,38,15,109800
Sweden,46,20,116800
Argentina,38,18,61900
Germany,46,19,116200
Norway,28,4,95900
US,39,18,127100
Spain,21,0,42700
Netherlands,47,27,138100
Mexico,51,29,92400
France,21,0,65300
Norway,18,0,61600
Belgium,26,5,90000
Sweden,38,20,114000
Switzerland,42,18,127500
Austria,40,14,98800
Norway,31,9,100100
Ireland,31,13,108700
Denmark,20,0,69500
Germany,28,9,108000
Sweden,34,11,91500
Mexico,49,24,81900
France,33,15,106400
Denmark,34,9,95700
Denmark,22,2,86500
Netherlands,49,23,129200
Netherlands,33,10,95800
UK,41,15,117000
Argentina,32,8,44000
Canada,24,0,58500
Denmark,27,8,85300
Sweden,26,6,78100
US,23,0,69700
Sweden,39,15,107800
Ireland,34,16,107200
Sweden,47,22,122000
Ireland,55,34,161400
Argentina,25,3,20700
Poland,48,30,128600
Italy,32,11,76500
UK,21,2,79300
UK,19,1,63500
Belgium,30,8,97000
US,33,13,107700
Belgium,45,25,138100
Argentina,37,19,72700
Poland,32,14,67900
France,50,29,144000
Spain,54,28,124800
Switzerland,46,20,138200
Denmark,27,7,88900
Canada,41,17,114500
Norway,43,16,129700
Belgium,47,27,128400
Canada,35,8,93300
Poland,33,13,73700
Argentina,31,7,50100
Argentina,43,23,77300
Italy,46,25,105200
Switzerland,44,23,161800
Belgium,33,13,100800
Portugal,24,2,41900
Poland,32,8,64400
Ireland,39,16,126000
Mexico,40,19,58800
Belgium,19,0,53000
Argentina,54,29,99500
Italy,34,10,84100
Italy,44,18,106100
Argentina,45,17,51900
Canada,19,0,66700
Canada,27,9,92300
Norway,46,28,149400
Norway,42,18,126700
Austria,38,19,103200
Germany,31,13,100500
Denmark,25,7,101400
Italy,37,13,93000
Mexico,46,28,97000
France,32,13,114700
Portugal,30,7,66500
Brazil,18,0,28500
Germany,46,18,127700
Austria,34,11,205700
Spain,35,17,96200
Mexico,29,9,65900
Mexico,48,27,92200
Germany,26,2,77300
Spain,32,5,67700
Ireland,29,8,88200
Portugal,37,13,61100
Argentina,39,20,64100
Italy,33,10,65900
Germany,45,20,118000
Ireland,50,24,127900
Spain,48,28,126400
Netherlands,32,12,101100
France,27,9,80900
Portugal,21,2,50500
Denmark,42,17,128800
Argentina,30,9,53400
Norway,38,20,130200
Portugal,35,10,52200
Norway,32,10,110200
Germany,44,22,144100
US,24,5,86100
Canada,42,18,109200
US,28,10,117700
